sample,assembly,Name,Completeness,Contamination,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size,GC_Content,Total_Contigs,Max_Contig_Length
SAMEA2467041,LR (metaflye),SemiBin_18.fa,61.87,0.22,0.867,79886,289.6499227202473,1293409,0.57,18,169466
SAMEA2467041,LR (metaflye),SemiBin_19.fa,77.93,3.1,0.864,29772,323.2496050552922,2835772,0.45,116,80767
SAMEA2467041,LR (metaflye),SemiBin_2.fa,95.78,7.47,0.904,28211,289.5391304347826,2094323,0.34,89,119955
SAMEA2467041,LR (metaflye),SemiBin_20.fa,64.89,1.09,0.831,17766,282.4101123595506,1627081,0.56,97,47853
SAMEA2467041,LR (metaflye),SemiBin_21.fa,75.53,10.5,0.876,96063,303.8677839851024,2229181,0.47,34,200818
SAMEA2467041,LR (metaflye),SemiBin_22.fa,56.38,0.89,0.887,53361,283.1161259990597,2029409,0.41,45,128393
SAMEA2467041,LR (metaflye),SemiBin_23.fa,67.26,3.56,0.878,105487,288.36616399623,2083147,0.42,28,185058
SAMEA2467041,LR (metaflye),SemiBin_24.fa,69.98,1.05,0.883,91911,279.3943731490622,1915683,0.41,27,196043
SAMEA2467041,LR (metaflye),SemiBin_25.fa,71.79,3.38,0.831,1556614,235.4229074889868,2484657,0.55,3,1556614
SAMEA2467041,LR (metaflye),SemiBin_26.fa,90.67,0.11,0.906,660984,372.3143893591294,4074988,0.46,7,1048130
SAMEA2467041,LR (metaflye),SemiBin_27.fa,39.87,5.23,0.852,105663,275.4628670120898,2793679,0.43,28,275539
SAMEA2467041,LR (metaflye),SemiBin_28.fa,44.28,0.16,0.867,167268,302.2735714285714,1460010,0.44,9,312049
SAMEA2467041,LR (metaflye),SemiBin_29.fa,40.96,1.05,0.894,281677,332.8183486238532,1215186,0.38,5,442265
SAMEA2467041,LR (metaflye),SemiBin_3.fa,99.23,3.48,0.907,786841,359.8161057692308,3957562,0.46,5,981093
SAMEA2467041,LR (metaflye),SemiBin_30.fa,49.76,0.97,0.823,38212,265.1051212938005,1072617,0.56,37,69234
SAMEA2467041,LR (metaflye),SemiBin_31.fa,49.66,0.62,0.82,78977,261.6923076923077,1424765,0.59,26,128515
SAMEA2467041,LR (metaflye),SemiBin_32.fa,58.07,10.86,0.846,14235,264.7495387453874,2026731,0.44,152,63293
SAMEA2467041,LR (metaflye),SemiBin_33.fa,31.87,0.14,0.876,96059,273.5770171149144,763134,0.42,7,210516
SAMEA2467041,LR (metaflye),SemiBin_34.fa,44.08,1.64,0.885,69340,328.0235745614035,2023368,0.42,35,155087
SAMEA2467041,LR (metaflye),SemiBin_35.fa,29.35,0.31,0.849,76195,274.314423076923,1003849,0.47,15,183653
SAMEA2467041,LR (metaflye),SemiBin_36.fa,34.18,0.14,0.886,94935,307.443258971872,1071239,0.45,12,170683
SAMEA2467041,LR (metaflye),SemiBin_37.fa,69.48,3.82,0.882,271343,306.0497975708502,2563209,0.42,16,356309
SAMEA2467041,LR (metaflye),SemiBin_38.fa,51.14,12.92,0.854,52875,301.9190154823343,2665668,0.42,64,212824
SAMEA2467041,LR (metaflye),SemiBin_39.fa,58.6,6.05,0.856,16879,297.7414965986395,1224360,0.62,75,45828
SAMEA2467041,LR (metaflye),SemiBin_4.fa,93.75,1.93,0.885,29916,303.0035879036392,2000415,0.4,80,103866
SAMEA2467041,LR (metaflye),SemiBin_40.fa,54.57,6.46,0.842,56666,291.5406724511931,1909851,0.63,45,122364
SAMEA2467041,LR (metaflye),SemiBin_41.fa,49.19,0.44,0.821,175828,274.3830947511929,1464096,0.61,11,387938
SAMEA2467041,LR (metaflye),SemiBin_42.fa,13.71,0.65,0.865,48896,297.2989690721649,299298,0.48,7,66315
SAMEA2467041,LR (metaflye),SemiBin_43.fa,41.48,12.79,0.892,68408,305.6,1348183,0.47,27,268190
SAMEA2467041,LR (metaflye),SemiBin_44.fa,45.58,4.54,0.848,74626,269.3090277777778,1913374,0.47,51,235328
SAMEA2467041,LR (metaflye),SemiBin_45.fa,42.42,0.48,0.889,27245,315.613007083065,1651017,0.43,76,48632
SAMEA2467041,LR (metaflye),SemiBin_46.fa,19.33,0.63,0.865,66031,318.75,406256,0.38,7,99638
SAMEA2467041,LR (metaflye),SemiBin_47.fa,16.66,0.01,0.835,238990,240.9,421776,0.47,2,238990
SAMEA2467041,LR (metaflye),SemiBin_48.fa,30.85,0.05,0.909,118111,331.9409090909091,481163,0.44,4,132524
SAMEA2467041,LR (metaflye),SemiBin_49.fa,41.19,0.24,0.863,23792,249.35,846323,0.49,42,40888
SAMEA2467041,LR (metaflye),SemiBin_5.fa,99.95,1.04,0.883,754808,305.0332885003363,3077005,0.37,8,1083985
SAMEA2467041,LR (metaflye),SemiBin_50.fa,37.94,0.01,0.859,42396,303.1947148817803,759641,0.49,22,70266
SAMEA2467041,LR (metaflye),SemiBin_51.fa,23.81,0.36,0.848,139050,263.4471544715447,570419,0.48,5,147100
SAMEA2467041,LR (metaflye),SemiBin_52.fa,9.92,0.0,0.853,198393,255.2476489028213,285271,0.43,2,198393
SAMEA2467041,LR (metaflye),SemiBin_53.fa,11.04,0.11,0.778,204128,163.707233065442,543580,0.42,3,221877
SAMEA2467041,LR (metaflye),SemiBin_54.fa,26.34,0.01,0.879,156697,303.0983050847458,609226,0.45,4,160296
SAMEA2467041,LR (metaflye),SemiBin_55.fa,31.09,0.09,0.839,89539,318.3002283105023,995176,0.46,13,168940
SAMEA2467041,LR (metaflye),SemiBin_56.fa,23.94,0.29,0.845,26769,272.2442477876106,544616,0.61,21,38287
SAMEA2467041,LR (metaflye),SemiBin_57.fa,23.15,0.5,0.838,146980,316.6642547033285,782686,0.42,5,382037
SAMEA2467041,LR (metaflye),SemiBin_58.fa,16.0,0.03,0.865,64344,315.8991354466859,379623,0.46,8,84936
SAMEA2467041,LR (metaflye),SemiBin_59.fa,13.73,0.28,0.853,27343,302.9739130434783,611509,0.57,26,53501
SAMEA2467041,LR (metaflye),SemiBin_6.fa,99.1,1.19,0.895,488628,360.3871365204535,4897056,0.42,14,1073774
SAMEA2467041,LR (metaflye),SemiBin_60.fa,28.08,0.53,0.806,136958,241.4527252502781,804244,0.58,6,279913
SAMEA2467041,LR (metaflye),SemiBin_61.fa,24.86,0.4,0.811,28591,259.8977635782747,899866,0.43,39,46022
SAMEA2467041,LR (metaflye),SemiBin_62.fa,23.89,3.05,0.853,60732,287.7844387755102,1581545,0.42,49,532521
SAMEA2467041,LR (metaflye),SemiBin_63.fa,23.05,0.16,0.911,335176,327.5351882160393,658309,0.39,2,335176
SAMEA2467041,LR (metaflye),SemiBin_64.fa,14.97,0.01,0.857,24608,273.3360655737705,464938,0.61,21,62730
SAMEA2467041,LR (metaflye),SemiBin_65.fa,10.09,0.0,0.852,372400,286.0350404312669,372400,0.44,1,372400
SAMEA2467041,LR (metaflye),SemiBin_66.fa,14.31,0.05,0.902,96856,307.0695187165775,380993,0.47,4,108562
SAMEA2467041,LR (metaflye),SemiBin_67.fa,21.69,0.28,0.85,25427,238.5917065390749,525681,0.39,22,48872
SAMEA2467041,LR (metaflye),SemiBin_68.fa,22.63,0.18,0.865,99281,293.2011278195488,1077608,0.43,14,154309
SAMEA2467041,LR (metaflye),SemiBin_69.fa,9.5,0.08,0.828,388525,252.9037593984962,605937,0.44,2,388525
SAMEA2467041,LR (metaflye),SemiBin_7.fa,98.55,6.4,0.872,26566,294.3619147816938,1921438,0.39,88,76370
SAMEA2467041,LR (metaflye),SemiBin_70.fa,17.61,0.0,0.899,101930,336.118760757315,650980,0.39,6,186446
SAMEA2467041,LR (metaflye),SemiBin_71.fa,9.38,0.0,0.835,49073,217.4891304347826,357201,0.44,10,64533
SAMEA2467041,LR (metaflye),SemiBin_72.fa,9.0,0.02,0.834,40747,263.2837837837838,209900,0.4,7,66083
SAMEA2467041,LR (metaflye),SemiBin_73.fa,24.99,6.09,0.855,71936,281.5214932126697,870186,0.41,17,120858
SAMEA2467041,LR (metaflye),SemiBin_74.fa,12.37,0.01,0.897,333581,227.9840546697039,333581,0.37,1,333581
SAMEA2467041,LR (metaflye),SemiBin_75.fa,12.49,0.0,0.881,258547,310.1079136690648,438990,0.4,2,258547
SAMEA2467041,LR (metaflye),SemiBin_76.fa,12.91,0.0,0.839,238814,300.8426666666667,402369,0.49,2,238814
SAMEA2467041,LR (metaflye),SemiBin_77.fa,12.51,0.14,0.875,109668,231.2115732368897,435679,0.46,5,119294
SAMEA2467041,LR (metaflye),SemiBin_78.fa,8.61,0.0,0.874,209144,303.0148514851485,209144,0.43,1,209144
SAMEA2467041,LR (metaflye),SemiBin_79.fa,68.69,32.04,0.836,43319,251.0881458966565,5604369,0.43,208,284465
SAMEA2467041,LR (metaflye),SemiBin_8.fa,93.77,3.74,0.892,124882,282.2979797979798,1313010,0.28,22,216576
SAMEA2467041,LR (metaflye),SemiBin_80.fa,8.4,0.0,0.845,40497,251.136546184739,221097,0.41,6,42270
SAMEA2467041,LR (metaflye),SemiBin_81.fa,10.13,0.0,0.848,223168,303.7211538461539,223168,0.31,1,223168
SAMEA2467041,LR (metaflye),SemiBin_82.fa,4.66,0.0,0.932,211064,434.5827814569536,211064,0.46,1,211064
SAMEA2467041,LR (metaflye),SemiBin_83.fa,7.02,0.0,0.915,242127,306.8719008264463,242127,0.41,1,242127
SAMEA2467041,LR (metaflye),SemiBin_84.fa,10.1,0.0,0.813,36598,218.8170347003154,507369,0.41,15,67046
SAMEA2467041,LR (metaflye),SemiBin_9.fa,97.25,1.19,0.858,171107,312.3927469135803,1413547,0.27,17,213128
SAMEA2467041,SR (megahit),SemiBin_0.fa,25.4,1.37,0.905,6159,340.5757428153921,2314369,0.39,423,23812
SAMEA2467041,SR (megahit),SemiBin_1.fa,87.05,0.66,0.89,32541,287.9792953142027,2665021,0.48,154,91453
SAMEA2467041,SR (megahit),SemiBin_10.fa,71.63,0.11,0.903,5216,258.2279469164715,1096580,0.5,227,17087
SAMEA2467041,SR (megahit),SemiBin_108.fa,84.95,0.04,0.88,106539,331.9023554603854,2638261,0.45,39,202999
SAMEA2467041,SR (megahit),SemiBin_11.fa,75.27,0.51,0.884,5905,267.8204983012458,3204729,0.51,614,19167
SAMEA2467041,SR (megahit),SemiBin_110.fa,85.28,0.01,0.894,101811,337.9628117913832,2497605,0.38,31,302433
SAMEA2467041,SR (megahit),SemiBin_113.fa,93.23,3.62,0.909,251661,366.9397668393783,3735595,0.45,32,558312
SAMEA2467041,SR (megahit),SemiBin_115.fa,99.99,0.03,0.891,106345,317.421783625731,2917679,0.42,42,405186
SAMEA2467041,SR (megahit),SemiBin_116.fa,7.36,0.08,0.84,14038,252.8367768595041,435984,0.36,49,48202
SAMEA2467041,SR (megahit),SemiBin_118.fa,7.63,0.07,0.873,19182,265.9980506822612,467093,0.49,36,79079
SAMEA2467041,SR (megahit),SemiBin_119.fa,85.13,3.2,0.849,68161,321.0084557187361,2545681,0.38,59,313620
SAMEA2467041,SR (megahit),SemiBin_120.fa,99.95,0.89,0.904,163117,333.315749235474,2887969,0.38,27,396452
SAMEA2467041,SR (megahit),SemiBin_122.fa,6.6,0.03,0.896,4851,252.5733333333333,253265,0.49,54,13456
SAMEA2467041,SR (megahit),SemiBin_124.fa,78.66,0.74,0.877,5932,277.0132219902575,1359862,0.61,252,18649
SAMEA2467041,SR (megahit),SemiBin_125.fa,83.76,1.76,0.91,444439,378.8834759710336,3789068,0.42,16,866076
SAMEA2467041,SR (megahit),SemiBin_13.fa,92.96,1.2,0.908,40404,380.8170646881521,5418840,0.42,186,114574
SAMEA2467041,SR (megahit),SemiBin_133.fa,96.85,0.81,0.876,228987,307.9355174206968,2025768,0.39,14,372207
SAMEA2467041,SR (megahit),SemiBin_135.fa,91.99,0.05,0.907,266986,321.4467275494673,2789003,0.4,26,802512
SAMEA2467041,SR (megahit),SemiBin_137.fa,99.99,0.97,0.884,32628,341.367055771725,2674942,0.55,125,82968
SAMEA2467041,SR (megahit),SemiBin_14.fa,83.79,0.5,0.886,8025,280.0257756563246,1981949,0.59,288,23136
SAMEA2467041,SR (megahit),SemiBin_140.fa,89.85,6.83,0.871,71425,312.9823157894737,2557752,0.57,43,394722
SAMEA2467041,SR (megahit),SemiBin_141.fa,99.1,3.53,0.892,62550,303.1384834460662,2858774,0.37,58,281123
SAMEA2467041,SR (megahit),SemiBin_142.fa,96.13,3.73,0.882,158158,358.2521739130435,3638888,0.45,44,326844
SAMEA2467041,SR (megahit),SemiBin_145.fa,70.23,0.87,0.872,79675,272.8851004203643,2002681,0.43,34,281212
SAMEA2467041,SR (megahit),SemiBin_148.fa,94.44,5.29,0.904,93656,376.1793176408357,4714515,0.41,76,356992
SAMEA2467041,SR (megahit),SemiBin_150.fa,93.06,0.33,0.872,105847,324.5217821782178,2252066,0.59,39,224643
SAMEA2467041,SR (megahit),SemiBin_153.fa,97.56,0.53,0.894,214504,319.0485,2137513,0.47,16,421463
SAMEA2467041,SR (megahit),SemiBin_154.fa,8.72,0.01,0.879,5001,253.7194444444444,310954,0.5,67,14088
SAMEA2467041,SR (megahit),SemiBin_16.fa,89.24,5.0,0.906,223632,391.5513092710545,5490104,0.43,44,461268
SAMEA2467041,SR (megahit),SemiBin_160.fa,96.8,0.38,0.886,318506,319.0680272108843,2219615,0.45,15,403811
SAMEA2467041,SR (megahit),SemiBin_165.fa,6.76,0.34,0.889,43103,257.3661971830986,307298,0.51,15,110580
SAMEA2467041,SR (megahit),SemiBin_166.fa,86.52,0.53,0.901,116715,358.9830784249918,3668707,0.43,46,338939
SAMEA2467041,SR (megahit),SemiBin_168.fa,93.3,0.53,0.895,77389,326.7285921625544,3014429,0.45,58,206678
SAMEA2467041,SR (megahit),SemiBin_176.fa,87.41,2.87,0.87,415731,284.0578512396694,2361765,0.44,16,685433
SAMEA2467041,SR (megahit),SemiBin_178.fa,87.05,0.08,0.885,136171,340.4570747217806,2899433,0.48,36,209293
SAMEA2467041,SR (megahit),SemiBin_18.fa,36.08,0.0,0.896,3607,255.416135881104,804436,0.4,219,8928
SAMEA2467041,SR (megahit),SemiBin_185.fa,8.34,0.0,0.866,65142,317.1034482758621,254295,0.47,8,100262
SAMEA2467041,SR (megahit),SemiBin_189.fa,98.34,2.32,0.904,412682,334.3276643990929,1953098,0.53,7,491383
SAMEA2467041,SR (megahit),SemiBin_19.fa,91.74,2.6,0.895,20384,310.5325688073394,2265182,0.42,162,77704
SAMEA2467041,SR (megahit),SemiBin_191.fa,94.23,0.21,0.87,228564,342.6701263537906,2616542,0.63,29,538045
SAMEA2467041,SR (megahit),SemiBin_20.fa,11.29,0.3,0.902,3321,272.6461538461538,293944,0.43,85,9529
SAMEA2467041,SR (megahit),SemiBin_21.fa,13.49,0.31,0.842,11249,238.599211563732,644316,0.39,72,36210
SAMEA2467041,SR (megahit),SemiBin_215.fa,10.94,0.22,0.868,4179,255.4177545691906,337017,0.39,76,21162
SAMEA2467041,SR (megahit),SemiBin_217.fa,7.81,0.02,0.873,213149,227.2598607888631,335580,0.36,11,213149
SAMEA2467041,SR (megahit),SemiBin_22.fa,27.01,1.15,0.925,4183,329.4126582278481,1264505,0.44,308,15184
SAMEA2467041,SR (megahit),SemiBin_223.fa,98.62,0.02,0.88,139771,311.3431558935361,2228243,0.57,21,453685
SAMEA2467041,SR (megahit),SemiBin_23.fa,29.81,0.13,0.926,3972,328.6231617647059,1734389,0.46,434,11991
SAMEA2467041,SR (megahit),SemiBin_24.fa,29.3,0.41,0.901,1110132,341.5012185215272,1397163,0.43,18,1110132
SAMEA2467041,SR (megahit),SemiBin_25.fa,90.46,0.71,0.865,19239,295.8458835341365,2041461,0.38,152,60644
SAMEA2467041,SR (megahit),SemiBin_256.fa,93.77,1.55,0.894,169274,287.348820058997,1304760,0.28,12,390475
SAMEA2467041,SR (megahit),SemiBin_257.fa,99.73,0.63,0.884,344744,313.2401790154152,2134702,0.4,16,883145
SAMEA2467041,SR (megahit),SemiBin_26.fa,55.8,0.81,0.915,4670,278.8562585969739,1326583,0.4,288,18792
SAMEA2467041,SR (megahit),SemiBin_27.fa,37.29,0.04,0.876,4178,282.0661625708885,1020155,0.66,237,16269
SAMEA2467041,SR (megahit),SemiBin_29.fa,82.17,8.98,0.862,13755,306.9463369108726,2287415,0.43,209,58173
SAMEA2467041,SR (megahit),SemiBin_290.fa,100.0,0.5,0.85,256475,319.2382271468144,2843430,0.45,16,472563
SAMEA2467041,SR (megahit),SemiBin_3.fa,5.2,0.18,0.855,7778,231.809968847352,259545,0.48,42,20236
SAMEA2467041,SR (megahit),SemiBin_30.fa,65.89,4.7,0.889,6942,299.8461538461539,1957128,0.44,321,28588
SAMEA2467041,SR (megahit),SemiBin_31.fa,88.44,1.16,0.913,50729,311.2868852459017,2366323,0.46,76,107395
SAMEA2467041,SR (megahit),SemiBin_315.fa,98.7,0.16,0.859,1280094,316.6081601231717,1435073,0.27,5,1280094
SAMEA2467041,SR (megahit),SemiBin_32.fa,83.06,3.49,0.896,24479,315.7394126738794,3411549,0.41,194,70519
SAMEA2467041,SR (megahit),SemiBin_33.fa,73.33,1.34,0.899,5762,316.1517492049069,2320034,0.43,440,24365
SAMEA2467041,SR (megahit),SemiBin_334.fa,4.71,0.01,0.85,42059,254.2515923566879,280693,0.47,13,66917
SAMEA2467041,SR (megahit),SemiBin_337.fa,88.0,1.42,0.872,365776,315.1127292340885,2006209,0.62,13,656699
SAMEA2467041,SR (megahit),SemiBin_34.fa,41.77,2.91,0.923,8384,382.7725660228617,3152655,0.44,452,30936
SAMEA2467041,SR (megahit),SemiBin_35.fa,78.27,1.41,0.905,7153,323.5805064500717,2242264,0.6,357,24460
SAMEA2467041,SR (megahit),SemiBin_36.fa,99.88,0.2,0.861,65251,322.5504796710827,2457678,0.6,61,156144
SAMEA2467041,SR (megahit),SemiBin_37.fa,93.44,1.11,0.848,15508,322.5241895261846,2284249,0.46,210,46923
SAMEA2467041,SR (megahit),SemiBin_38.fa,73.94,2.11,0.878,7350,288.2270372114932,2087685,0.44,326,22771
SAMEA2467041,SR (megahit),SemiBin_39.fa,80.54,0.26,0.88,28970,335.2126805778491,2845280,0.5,143,119374
SAMEA2467041,SR (megahit),SemiBin_4.fa,18.57,4.56,0.861,3887,237.7972079353417,1123919,0.34,283,17327
SAMEA2467041,SR (megahit),SemiBin_40.fa,10.37,0.16,0.88,3094,254.2388349514563,445273,0.52,138,6442
SAMEA2467041,SR (megahit),SemiBin_419.fa,99.19,0.36,0.875,1022544,323.896510940272,1874844,0.47,2,1022544
SAMEA2467041,SR (megahit),SemiBin_42.fa,93.65,4.58,0.861,43214,322.9270725834193,3265697,0.42,112,147345
SAMEA2467041,SR (megahit),SemiBin_45.fa,96.69,0.15,0.841,29803,326.1894083969466,2435735,0.56,124,93275
SAMEA2467041,SR (megahit),SemiBin_46.fa,96.04,4.77,0.889,81067,305.5752148997134,2872614,0.41,60,363430
SAMEA2467041,SR (megahit),SemiBin_48.fa,5.54,0.0,0.881,5566,258.8362068965517,203958,0.44,38,25512
SAMEA2467041,SR (megahit),SemiBin_486.fa,5.5,0.02,0.888,126513,342.2727272727273,241014,0.48,4,126513
SAMEA2467041,SR (megahit),SemiBin_5.fa,67.91,0.24,0.865,5707,298.0988571428571,1806166,0.5,339,18439
SAMEA2467041,SR (megahit),SemiBin_50.fa,12.04,0.05,0.894,4198,302.7316538882804,926053,0.4,227,13033
SAMEA2467041,SR (megahit),SemiBin_51.fa,90.73,0.38,0.891,179323,312.2326832548756,1561609,0.54,17,500890
SAMEA2467041,SR (megahit),SemiBin_52.fa,96.82,2.48,0.88,22497,291.8620203160271,3521208,0.31,231,67137
SAMEA2467041,SR (megahit),SemiBin_53.fa,33.75,1.27,0.905,3743,260.2026708562451,1095091,0.47,288,15685
SAMEA2467041,SR (megahit),SemiBin_54.fa,53.97,0.18,0.901,4500,286.58616429895,1541075,0.51,351,14252
SAMEA2467041,SR (megahit),SemiBin_55.fa,84.78,0.2,0.894,23208,319.5286701911346,2632195,0.47,165,72442
SAMEA2467041,SR (megahit),SemiBin_56.fa,10.37,0.05,0.919,3432,295.2511415525114,421410,0.61,120,8255
SAMEA2467041,SR (megahit),SemiBin_57.fa,7.22,0.08,0.852,6558,226.0233766233766,305185,0.47,56,20601
SAMEA2467041,SR (megahit),SemiBin_58.fa,10.34,0.55,0.862,6784,264.9101382488479,399151,0.57,65,28309
SAMEA2467041,SR (megahit),SemiBin_59.fa,79.79,0.55,0.906,108989,305.7820835430297,2006783,0.34,33,402670
SAMEA2467041,SR (megahit),SemiBin_6.fa,67.12,1.89,0.899,4488,287.817277486911,1832039,0.44,411,15491
SAMEA2467041,SR (megahit),SemiBin_60.fa,14.33,0.0,0.89,97666,278.5505617977528,333393,0.34,16,125321
SAMEA2467041,SR (megahit),SemiBin_61.fa,98.07,0.79,0.904,189292,323.8279911139321,3379797,0.41,38,672260
SAMEA2467041,SR (megahit),SemiBin_62.fa,61.01,0.14,0.894,18169,313.0688259109312,1554222,0.42,113,90550
SAMEA2467041,SR (megahit),SemiBin_63.fa,53.8,2.78,0.872,4672,279.5510735198438,1475369,0.56,323,15594
SAMEA2467041,SR (megahit),SemiBin_66.fa,82.91,1.8,0.88,11087,312.736192109777,3102129,0.65,357,57413
SAMEA2467041,SR (megahit),SemiBin_680.fa,94.99,0.36,0.868,1041443,319.35079458505,1870330,0.43,3,1041443
SAMEA2467041,SR (megahit),SemiBin_7.fa,8.42,1.07,0.854,8060,229.3980099502488,322795,0.44,52,24714
SAMEA2467041,SR (megahit),SemiBin_73.fa,9.21,0.3,0.841,12364,231.5067155067155,674237,0.35,74,93879
SAMEA2467041,SR (megahit),SemiBin_74.fa,6.07,0.06,0.855,9770,250.7137254901961,223138,0.5,31,29750
SAMEA2467041,SR (megahit),SemiBin_76.fa,88.38,1.52,0.84,132514,286.1479553903346,2743835,0.53,39,271843
SAMEA2467041,SR (megahit),SemiBin_79.fa,4.17,0.0,0.956,3972,430.3386243386244,255038,0.42,67,6605
SAMEA2467041,SR (megahit),SemiBin_8.fa,27.55,0.08,0.878,66506,286.1675191815857,761977,0.43,20,182164
SAMEA2467041,SR (megahit),SemiBin_81.fa,99.98,0.42,0.901,207209,367.8564841498559,4245733,0.43,27,556250
SAMEA2467041,SR (megahit),SemiBin_83.fa,99.77,1.04,0.902,110114,298.4496741491673,2734916,0.29,43,307473
SAMEA2467041,SR (megahit),SemiBin_84.fa,85.7,3.83,0.906,334047,372.9250677099007,4097004,0.47,31,543048
SAMEA2467041,SR (megahit),SemiBin_85.fa,99.97,0.88,0.911,175437,369.0151633986928,4643030,0.45,41,414316
SAMEA2467041,SR (megahit),SemiBin_86.fa,99.45,0.59,0.877,155130,321.5395993836672,3563496,0.58,36,606943
SAMEA2467041,SR (megahit),SemiBin_87.fa,94.81,0.16,0.852,228541,309.9808787632221,2677010,0.58,25,455003
SAMEA2467041,SR (megahit),SemiBin_88.fa,5.19,0.01,0.902,4642,257.8397435897436,266758,0.4,57,15169
SAMEA2467041,SR (megahit),SemiBin_89.fa,89.67,0.47,0.9,121674,335.7257663628832,2697091,0.42,44,229846
SAMEA2467041,SR (megahit),SemiBin_9.fa,91.96,4.81,0.866,77211,333.7709566843253,3706640,0.43,83,266150
SAMEA2467041,SR (megahit),SemiBin_92.fa,85.13,0.33,0.88,31433,304.7014462809917,2008827,0.48,88,72232
SAMEA2467041,SR (megahit),SemiBin_94.fa,95.55,0.04,0.85,72088,355.8920296570899,2708337,0.45,56,191302
SAMEA2467041,SR (megahit),SemiBin_95.fa,98.87,2.05,0.896,141382,326.3611764705882,2782549,0.42,42,254723
SAMEA2467041,SR (megahit),SemiBin_96.fa,68.81,2.13,0.901,18179,313.5375647668393,1608438,0.42,119,68796
SAMEA2467041,SR (megahit),SemiBin_97.fa,9.68,0.0,0.915,7137,302.4307692307692,257255,0.43,44,16270
SAMEA2467041,SR (megahit),SemiBin_98.fa,29.27,1.87,0.865,129165,341.203081232493,844446,0.39,12,176589
SAMEA2467041,SR (megahit),SemiBin_99.fa,7.14,0.03,0.867,8478,249.3971631205674,242641,0.38,31,24059
SAMEA2467043,Hybrid (hybridspades),SemiBin_0.fa,75.25,0.12,0.898,3076404,370.7972646822204,3076404,0.45,1,3076404
SAMEA2467043,Hybrid (hybridspades),SemiBin_1.fa,96.78,0.0,0.9,1939304,325.5047512576859,1939304,0.45,1,1939304
SAMEA2467043,Hybrid (hybridspades),SemiBin_10.fa,32.05,0.07,0.908,1370840,372.8402154398564,1370840,0.47,1,1370840
SAMEA2467043,Hybrid (hybridspades),SemiBin_101.fa,12.53,0.0,0.852,34239,298.0249110320285,294508,0.62,13,63514
SAMEA2467043,Hybrid (hybridspades),SemiBin_102.fa,39.92,2.31,0.853,8573,220.1112777444511,2564518,0.52,374,63216
SAMEA2467043,Hybrid (hybridspades),SemiBin_103.fa,6.72,0.07,0.785,37791,182.4811715481171,331255,0.53,9,62962
SAMEA2467043,Hybrid (hybridspades),SemiBin_104.fa,42.33,6.02,0.768,13612,176.5548572924849,2613296,0.6,255,62860
SAMEA2467043,Hybrid (hybridspades),SemiBin_105.fa,44.53,1.31,0.805,16190,185.4916892153073,1774277,0.44,154,62791
SAMEA2467043,Hybrid (hybridspades),SemiBin_106.fa,45.29,2.07,0.778,21565,184.9386437029063,1314469,0.46,86,62518
SAMEA2467043,Hybrid (hybridspades),SemiBin_107.fa,37.56,0.07,0.883,24083,248.5368217054263,867525,0.54,47,61850
SAMEA2467043,Hybrid (hybridspades),SemiBin_108.fa,9.25,0.0,0.874,46504,276.0040816326531,231738,0.55,9,58520
SAMEA2467043,Hybrid (hybridspades),SemiBin_109.fa,55.2,0.34,0.855,9032,249.9922560660816,1694734,0.63,230,57619
SAMEA2467043,Hybrid (hybridspades),SemiBin_11.fa,41.23,0.3,0.846,1345904,312.5197368421053,1345904,0.58,1,1345904
SAMEA2467043,Hybrid (hybridspades),SemiBin_111.fa,50.87,4.35,0.837,18134,231.8281990521327,2093743,0.59,149,54439
SAMEA2467043,Hybrid (hybridspades),SemiBin_114.fa,15.57,0.2,0.756,12064,163.6174863387978,706647,0.54,86,53183
SAMEA2467043,Hybrid (hybridspades),SemiBin_115.fa,55.04,2.12,0.88,14003,242.5209205020921,1964982,0.47,201,51146
SAMEA2467043,Hybrid (hybridspades),SemiBin_12.fa,99.59,40.41,0.88,747238,339.5651481363491,7259571,0.48,25,1343483
SAMEA2467043,Hybrid (hybridspades),SemiBin_120.fa,42.85,2.17,0.776,12061,196.556148055207,2404346,0.64,282,48695
SAMEA2467043,Hybrid (hybridspades),SemiBin_121.fa,6.49,0.05,0.759,12399,175.1725417439703,369772,0.44,40,47805
SAMEA2467043,Hybrid (hybridspades),SemiBin_122.fa,19.42,0.65,0.768,11507,182.0763447079237,1220147,0.6,141,47427
SAMEA2467043,Hybrid (hybridspades),SemiBin_125.fa,41.64,0.08,0.846,13226,226.8960784313726,1224743,0.58,126,45298
